Q_ID,Year,Subject,Sub_Topic,Question,Opt_A,Opt_B,Opt_C,Opt_D,Correct_Answer,Correct_Option_Text,Explanation,Difficulty,Question_Type,Repeats_In,Zone
BPSC_65_032,2019,Science,,सूर्य का प्रकाश सूर्य से पृथ्वी तक पहुंचता है,5 मिनट,6 मिनट,8 मिनट,10 मिनटों,C,8 मिनट,,Medium,MCQ,,
BPSC_65_033,2019,Science,,निम्नलिखित में से कौन सी एक अदिश राशि है?,बल,दबाव,वेग,त्वरण,B,दबाव,,Medium,MCQ,,
BPSC_65_034,2019,Science,,निम्नलिखित में से किस मात्रा की इकाई नहीं है?,तनाव,बल,छानना,दबाव,C,छानना,,Medium,MCQ,,
BPSC_65_035,2019,Science,,हवा में ध्वनि तरंग है,आड़ा,अनुदैर्ध्य,विद्युत चुम्बकीय,ध्रुवीकरण,B,अनुदैर्ध्य,,Medium,MCQ,,
BPSC_65_036,2019,General Studies,,फ़ारेनहाइट पैमाने में 50°C का मान है,104°F,122°F,100 डिग्री फ़ारेनहाइट,75°F,B,122°F,,Medium,MCQ,,
BPSC_65_037,2019,Science,,हर्ट्ज़ में क्या मापा जाता है?,आवृत्ति,ऊर्जा,गर्मी,गुणवत्ता,A,आवृत्ति,,Medium,MCQ,,
BPSC_65_041,2019,General Studies,,आधुनिक रसायन विज्ञान का जनक किसे माना जाता है?,रदरफोर्ड,आइंस्टीन,ळवोइसिएर,सी वी रमन,C,ळवोइसिएर,,Medium,MCQ,,
BPSC_65_042,2019,Science,,किसी तत्व में इलेक्ट्रॉन और न्यूट्रॉन की संख्या क्रमशः 18 और 20 है। इसकी द्रव्यमान संख्या है,22,2,38,20,C,38,,Medium,MCQ,,
BPSC_65_043,2019,General Studies,,निम्नलिखित में से किसे हंसाने वाली गैस के नाम से भी जाना जाता है?,नाइट्रिक ऑक्साइड,नाइट्रस ऑक्साइड,नाइट्रोजन पेंटोक्साइड,नाइट्रोजन,B,नाइट्रस ऑक्साइड,,Medium,MCQ,,
BPSC_65_044,2019,Science,,निम्नलिखित में से कौन सा तत्व का प्रकार नहीं है?,धातुओं,nonmetals,गैसों,Metalloids,C,गैसों,,Medium,MCQ,,
BPSC_65_045,2019,General Studies,,जल का pH मान है,4,7,12,18,B,7,,Medium,MCQ,,
BPSC_65_047,2019,Geography,,ऑक्सीजन अनुपस्थित है,मिट्टी का तेल,काँच,मिट्टी,सीमेंट,A,मिट्टी का तेल,,Medium,MCQ,,
BPSC_65_048,2019,General Studies,,प्राकृतिक रबर किसका बहुलक है?,आइसोप्रेन,स्टाइरीन,विनयल असेटेट,प्रोपीन,A,आइसोप्रेन,,Medium,MCQ,,
BPSC_65_049,2019,General Studies,,ग्लूकोज का सूत्र क्या है?,सी 6 एच 2 ओ 11,सी 6 एच 10 ओ 5,सी 6 एच 12 ओ 6,सी 6 एच 6 ओ 6,C,सी 6 एच 12 ओ 6,,Medium,MCQ,,
BPSC_65_050,2019,General Studies,,सह समूह का बांड ऑर्डर क्या है?,1,2.5,3.5,3,D,3,,Medium,MCQ,,
BPSC_65_051,2019,General Studies,,द ओरिजिन ऑफ़ स्पीशीज़ नामक पुस्तक किसके द्वारा लिखी गई थी?,लिनिअस,लैमार्क,मेंडेल,डार्विन,D,डार्विन,,Medium,MCQ,,
BPSC_65_052,2019,General Studies,,लाइकेन बनाने के लिए शैवाल और कवक के बीच की अंतःक्रिया को कहा जाता है,सुस्ती,पारस्परिक आश्रय का सिद्धांत,Commensalism,परिवर्तन,B,पारस्परिक आश्रय का सिद्धांत,,Medium,MCQ,,
BPSC_65_053,2019,Science,,"वह वास्तविक स्थान या स्थान जहाँ कोई जीव रहता है, कहलाता है",प्राकृतिक वास,पारिस्थितिकी तंत्र,ताक,बायोम,A,प्राकृतिक वास,,Medium,MCQ,,
BPSC_65_054,2019,Science,,सौर ऊर्जा को एटीपी में परिवर्तित किया जाता है,माइटोकॉन्ड्रिया,क्लोरोप्लास्ट,राइबोसोम,पेरोक्सीसोम,B,क्लोरोप्लास्ट,,Medium,MCQ,,
BPSC_65_055,2019,Science,,प्रकाश संश्लेषण का उपोत्पाद है,सीओ 2,ओ 2,ऊर्जा,चीनी,B,ओ 2,,Medium,MCQ,,
BPSC_65_056,2019,Polity,,पटना उच्च न्यायालय के मुख्य न्यायाधीश कौन थे जिन्होंने जुलाई 2019 में श्री फागू चौहान को बिहार के राज्यपाल के रूप में पदभार सौंपा?,माननीय. मुकेश शाह,माननीय. ए. पी. साही,माननीय. रेखा मनहरलाल दोषित,माननीय. दीपक मिश्रा,B,माननीय. ए. पी. साही,,Medium,MCQ,,
BPSC_65_057,2019,Science,,"हर साल 22 मार्च को मनाए जाने वाले ""बिहार दिवस"" ​​का क्या महत्व है?",इसी दिन राज्य पुनर्गठन आयोग ने बिहार का निर्माण किया था,आज ही के दिन 1873 में बिहार को संयुक्त प्रांत से अलग कर बनाया गया था,1912 में बिहार के बंगाल प्रेसीडेंसी से अलग होने की स्मृति में,12वीं शताब्दी में मुस्लिम शासकों द्वारा बिहार के नामकरण का जश्न मनाने के लिए,C,1912 में बिहार के बंगाल प्रेसीडेंसी से अलग होने की स्मृति में,,Medium,MCQ,,
BPSC_65_058,2019,Bihar Special,,निम्नलिखित में से किस राज्य को केंद्र सरकार द्वारा कभी भी विशेष श्रेणी का दर्जा (एससीएस) प्रदान नहीं किया गया था?,बिहार,सिक्किम,हिमाचल प्रदेश,जम्मू और कश्मीर,A,बिहार,,Medium,MCQ,,
BPSC_65_059,2019,Modern History,,"कश्मीर घाटी के अंतिम मुस्लिम शासक यूसुफ शाह चक, जिन्हें मुगल सम्राट अकबर ने बिहार में निर्वासित कर दिया था, को कहाँ दफनाया गया था?",पाटलिपुत्र,राजगीर,मुंगेर,नालन्दा,D,नालन्दा,,Medium,MCQ,,
BPSC_65_060,2019,Bihar Special,,बिहार राज्य पर्यटन विकास निगम की टैगलाइन क्या है?,उज्ज्वल बिहार,हम सबका बिहार,आनंदमय बिहार,बिहार सर्वश्रेष्ठ है,C,आनंदमय बिहार,,Medium,MCQ,,
BPSC_65_061,2019,Geography,,प्रधानमंत्री नरेंद्र मोदी ने हाल ही में किस नदी पर बनने वाली मंडल बांध परियोजना की नींव रखी?,कोशी,बूढ़ी गंडक,फल्गु,उत्तर कोयल,D,उत्तर कोयल,,Medium,MCQ,,
BPSC_65_062,2019,Economy,,"जुलाई 2019 में, विशेषज्ञों ने बिहार के मेगालिथिक साइट के पहले दस्तावेज़ीकरण के लिए निम्नलिखित में से किस जिले का दौरा किया?",पटना,कैमूर,मधुबनी,बांका,B,कैमूर,,Medium,MCQ,,
BPSC_65_063,2019,Science,,हाल ही में अबू धाबी में आयोजित इस्लामिक सहयोग संगठन (OIC) के विदेश मंत्रियों की परिषद के 46वें सत्र में भाग लेने के लिए मेजबान संयुक्त अरब अमीरात ने किस देश को 'सम्मानित अतिथि' के रूप में आमंत्रित किया था?,पाकिस्तान,ओमान,भारत,टर्की,C,भारत,,Medium,MCQ,,
BPSC_65_064,2019,Current Affairs,,"हाल ही में, इसरो और सीएनईएस ने एक संयुक्त समुद्री निगरानी प्रणाली स्थापित करने के लिए एक समझौते पर हस्ताक्षर किए। सीएनईएस किस देश की अंतरिक्ष एजेंसी है?",रूस,जर्मनी,फ्रांस,कनाडा,C,फ्रांस,,Medium,MCQ,,
BPSC_65_065,2019,Polity,,पराग्वे की राजधानी क्या है जहां भारत के उपराष्ट्रपति ने मार्च 2019 में दौरा किया था?,असंसियन,ज़गरेब,सैन होज़े,मानागुआ,A,असंसियन,,Medium,MCQ,,
BPSC_65_066,2019,Current Affairs,,हाल ही में संयुक्त राष्ट्र पर्यावरण सभा (UNEA-4) का चौथा सत्र कहाँ आयोजित किया गया?,पेरिस-फ्रांस,"उलानबातर, मंगोलिया",बीजिंग चाइना,नैरोबी-केन्या,D,नैरोबी-केन्या,,Medium,MCQ,,
BPSC_65_067,2019,General Studies,,मार्च 2019 में सरकार द्वारा इंडिया साइन लैंग्वेज डिक्शनरी का कौन सा संस्करण जारी किया गया था?,पहला,दूसरा,तीसरा,चौथी,B,दूसरा,,Medium,MCQ,,
BPSC_65_068,2019,Current Affairs,,हाल ही में मनोहर पर्रिकर की मृत्यु के बाद गोवा के मुख्यमंत्री के रूप में उनका उत्तराधिकारी कौन बना?,सुदीन धवलीकर,नीलेश कैब्राल,प्रमोद सावंत,रोहन खौंटे,C,प्रमोद सावंत,,Medium,MCQ,,
BPSC_65_069,2019,Modern History,,2018 के अंतर्राष्ट्रीय गांधी शांति पुरस्कार का विजेता कौन है?,योहेई सासाकावा,अक्षय पात्र फाउंडेशन,सुलभ इंटरनेशनल,एकल अभियान ट्रस्ट,A,योहेई सासाकावा,,Medium,MCQ,,
BPSC_65_070,2019,General Studies,,विश्व का पहला ऊँट अस्पताल किस शहर में स्थित है?,तेहरान,जयपुर,बीकानेर,दुबई,D,दुबई,,Medium,MCQ,,
BPSC_65_071,2019,General Studies,,"योनेक्स ऑल इंग्लैंड ओपन बैडमिंटन चैंपियनशिप, 2019 के पुरुष एकल का विजेता कौन था?",विक्टर एक्सेलसन,लिन डैन,केंटो मोमोटा,शी युकी,C,केंटो मोमोटा,,Medium,MCQ,,
BPSC_65_072,2019,General Studies,,"पांच राइनो रेंज राष्ट्र, जिन्होंने 'एशियाई गैंडों पर नई दिल्ली घोषणा, 2019' घोषणा पर हस्ताक्षर किए, वे हैं भारत, नेपाल, मलेशिया, इंडोनेशिया और",वियतनाम,थाईलैंड,म्यांमार,भूटान,D,भूटान,,Medium,MCQ,,
BPSC_65_073,2019,General Studies,,सर डॉन ब्रैडमैन के बाद टेस्ट प्रारूप में 25 शतक बनाने वाले दूसरे सबसे तेज बल्लेबाज कौन हैं?,विराट कोहली,महेला जयवर्धने,केन विलियमसन,स्टीव स्मिथ,D,स्टीव स्मिथ,,Medium,MCQ,,
BPSC_65_074,2019,Current Affairs,,जुलाई 2019 में अंतरिक्ष यान चंद्रयान-2 को किस भारतीय राज्य से लॉन्च किया गया था?,गुजरात,आंध्र प्रदेश,कर्नाटक,महाराष्ट्र,B,आंध्र प्रदेश,,Medium,MCQ,,
BPSC_65_075,2019,Economy,,थेरेसा मे के बाद. निम्नलिखित में से कौन ब्रिटेन के प्रधान मंत्री बनने के लिए कंजर्वेटिव पार्टी के पहले दौर के मतदान में अंतिम सात में से नहीं था?,बोरिस जॉनसन,मैथ्यू हैनकॉक,रोरी स्टीवर्ट,मार्क हार्पर,D,मार्क हार्पर,,Medium,MCQ,,
BPSC_65_076,2019,Economy,,2019 में गुटनिरपेक्ष आंदोलन समन्वय ब्यूरो (NAM) की मंत्रिस्तरीय बैठक कहाँ आयोजित की गई थी?,वेनेज़ुएला,आज़रबाइजान,सर्बिया,इथियोपिया,A,वेनेज़ुएला,,Medium,MCQ,,
BPSC_65_077,2019,Modern History,,सैयद अकबरुद्दीन से पहले संयुक्त राष्ट्र में भारत के स्थायी प्रतिनिधि कौन थे?,हरदीप सिंह पुरी,शशि थरूर,अशोक कुमार मुखर्जी,निरुपम सेन,C,अशोक कुमार मुखर्जी,,Medium,MCQ,,
BPSC_65_078,2019,Polity,,"डेमोक्रेटिक राष्ट्रपति पद के उम्मीदवार और अमेरिकी कांग्रेस के पहले हिंदू सदस्य कौन हैं, जिन्होंने अपने 2020 के चुनाव अभियान के खिलाफ 'भेदभावपूर्ण कार्यों' के लिए Google पर कम से कम 550 मिलियन का मुकदमा दायर किया",रो खन्ना,बॉबी जिंदल,राजा कृष्णमूर्ति,तुलसी गबार्ड,D,तुलसी गबार्ड,,Medium,MCQ,,
BPSC_65_079,2019,General Studies,,ए गैलरी ऑफ़ रास्कल्स पुस्तक के लेखक कौन हैं?,अरुंधति रॉय,रस्किन बांड,विक्रम सेठ,टोनी मॉरिसन,B,रस्किन बांड,,Medium,MCQ,,
BPSC_65_080,2019,General Studies,,खुदरा फर्नीचर की दिग्गज कंपनी 'आइकिया' का भारत में पहला शोरूम 2018 में किस शहर में खोला गया था?,बेंगलुरु,हैदराबाद,नई दिल्ली,मुंबई,B,हैदराबाद,,Medium,MCQ,,
BPSC_65_081,2019,General Studies,,2020 में ग्रीष्मकालीन ओलंपिक खेल कहाँ आयोजित किये जायेंगे?,बर्लिन,पेरिस,टोक्यो,लॉस एंजिल्स,C,टोक्यो,,Medium,MCQ,,
BPSC_65_082,2019,Science,,यूनेस्को ने कितने वर्ष पूरे होने का जश्न मनाने के लिए 2019 को रासायनिक तत्वों की आवर्त सारणी के अंतर्राष्ट्रीय वर्ष के रूप में मनाने की शुरुआत की?,100,150,75,50,B,150,,Medium,MCQ,,
BPSC_65_083,2019,Polity,,"हाल ही में ""तीन तलाक कानून"" पारित करके, भारत की संसद ने भारत के सर्वोच्च न्यायालय के किस वर्ष के फैसले का समर्थन किया जिसने तीन तलाक (तलाक-ए-बिद्दत) को असंवैधानिक बना दिया था?",2011,2013,2015,2017,D,2017,,Medium,MCQ,,
BPSC_65_084,2019,Current Affairs,,"ब्रिक्स शिखर सम्मेलन, 2019 कहाँ आयोजित होने वाला है?",ब्राज़िल,भारत,चीन,रूस,A,ब्राज़िल,,Medium,MCQ,,
BPSC_65_085,2019,General Studies,,मुकुंद पद्मनाभन के बाद द हिंदू समाचार पत्र के संपादक कौन बने?,एन. राम,सिद्धार्थ वरदराजन,सुरेश नामबाथ,मालिनी पार्थसारथी,C,सुरेश नामबाथ,,Medium,MCQ,,
BPSC_65_086,2019,Bihar Special,,आधुनिक बिहार का निर्माता किसे माना जाता है?,सच्चिदानंद सिन्हा,कुमार कालिका प्रसाद सिन्हा,सर गणेश सिंह,आचार्य नरेंद्र देव,A,सच्चिदानंद सिन्हा,,Medium,MCQ,,
BPSC_65_087,2019,Bihar Special,,बिहार प्रांतीय किसान सभा का गठन किसने किया?,स्वामी सहजानंद सरस्वती,राम सुंदर सिंह,गंगा शरण सिन्हा,रामानंद मिश्र,A,स्वामी सहजानंद सरस्वती,,Medium,MCQ,,
BPSC_65_088,2019,Modern History,,डच ईस्ट इंडिया कंपनी ने किस वर्ष पटना में अपना कारखाना स्थापित किया?,1601,1632,1774,1651,B,1632,,Medium,MCQ,,
BPSC_65_089,2019,Economy,,बिहार में स्वराज दल की स्थापना किसने की?,श्रीकृष्ण सिंह,रामलाल साह,बंकिम चंद्र मित्र,सचिन्द्र नाथ सान्याल,A,श्रीकृष्ण सिंह,,Medium,MCQ,,
BPSC_65_090,2019,Ancient History,,वह नाम जिससे अशोक को आम तौर पर उसके शिलालेखों में संदर्भित किया जाता है,चक्रवर्ती,प्रियदर्शी,धर्मदेव,धर्मकीर्ति,B,प्रियदर्शी,,Medium,MCQ,,
BPSC_65_091,2019,Ancient History,,निम्नलिखित में से कौन गुप्त काल के दौरान चिकित्सा पर अपने काम के लिए जाना जाता है?,सुश्रुत,सौमिला,शूद्रक,शौनक,A,सुश्रुत,,Medium,MCQ,,
BPSC_65_092,2019,General Studies,,प्राचीन भारत की निम्नलिखित में से कौन सी लिपि दाएँ से बाएँ लिखी जाती थी?,ब्राह्मी,शारदा,खरोष्ठी,नंदनगरी,C,खरोष्ठी,,Medium,MCQ,,
BPSC_65_093,2019,Ancient History,,गुप्त काल के दौरान उत्तर भारतीय व्यापार के लिए निम्नलिखित में से कौन सा बंदरगाह उपयोग में था?,कल्याण,ताम्रलिप्ति,सीख,खंभात,B,ताम्रलिप्ति,,Medium,MCQ,,
BPSC_65_094,2019,Modern History,,मुगल चित्रकला अपने चरम पर पहुंच गई,जहांगीर,हुमायूं,शाहजहां,अकबर,A,जहांगीर,,Medium,MCQ,,
BPSC_65_095,2019,Economy,,मध्यकालीन भारत में मनसबदारी व्यवस्था क्यों शुरू की गई?,राजस्व संग्रहण के लिए,सेना में भर्ती की सुविधा प्रदान करना,धार्मिक सद्भावना स्थापित करना,स्वच्छ प्रशासन सुनिश्चित करना,B,सेना में भर्ती की सुविधा प्रदान करना,,Medium,MCQ,,
BPSC_65_096,2019,Ancient History,,अशला प्रधान की स्थापना किसने की?,चंद्रगुप्त,अशोक,हर्षवर्द्धन,शिवाजी,D,शिवाजी,,Medium,MCQ,,
BPSC_65_097,2019,Modern History,,किस दिल्ली सुल्तान ने सर्वाधिक नहरें बनवाईं?,फ़िरोज़ शाह तुगलक,इल्तुतमिश,बलबन,सिकंदर लोदी,A,फ़िरोज़ शाह तुगलक,,Medium,MCQ,,
BPSC_65_098,2019,Modern History,,बंगाल की खाड़ी में समुद्री डकैती के लिए हुगली को अड्डे के रूप में किसने इस्तेमाल किया?,डच निवासी,फ्रांसीसी,पुर्तगाली,ब्रिटिश,C,पुर्तगाली,,Medium,MCQ,,
BPSC_65_099,2019,Modern History,,ठगों का दमन किसके नेतृत्व में किया गया?,लॉर्ड क्लाइव,कैप्टन स्लीमन,लॉर्ड मिंटो,अलेक्जेंडर बर्न्स,B,कैप्टन स्लीमन,,Medium,MCQ,,
BPSC_65_100,2019,Modern History,,जिस वायसराय के प्रति अफगानिस्तान की आक्रामक नीति का अनुसरण किया गया था,लॉर्ड मेयो,लॉर्ड लिटन,लॉर्ड डफरिन,लॉर्ड कैनिंग,B,लॉर्ड लिटन,,Medium,MCQ,,
BPSC_65_101,2019,Modern History,,1930 में महात्मा गांधी ने सविनय अवज्ञा आंदोलन कहाँ से शुरू किया था?,वर्धा,दांडी,सेवाग्राम,साबरमती,D,साबरमती,,Medium,MCQ,,
BPSC_65_102,2019,Modern History,,सरबंदी अभियान 1922 का नेतृत्व किसके द्वारा किया गया था?,चितरंजन दास,सरदार वल्लभभाई पटेल,राजेंद्र प्रसाद,लाला लाजपत रालो,B,सरदार वल्लभभाई पटेल,,Medium,MCQ,,
BPSC_65_103,2019,Polity,,भारत के विभाजन के समय भारतीय राष्ट्रीय कांग्रेस के अध्यक्ष कौन थे?,जे.बी. कृपलानी,जवाहरलाल नेहरू,मौलाना अबुल कलाम आज़ाद,सी. राजगोपालाचारी,A,जे.बी. कृपलानी,,Medium,MCQ,,
BPSC_65_104,2019,Modern History,,बिहार में 1857 के विद्रोह का नेतृत्व किसने किया?,बाबू अमर सिंह,हरे कृष्ण सिंह,कुँवर सिंह,राजा शहजादा सिंह,C,कुँवर सिंह,,Medium,MCQ,,
BPSC_65_105,2019,Bihar Special,,असहयोग आंदोलन के दौरान बिहार में कृषकों का नेतृत्व किसने किया?,स्वामी विद्यानंद,राज कुमार शुक्ला,श्रीकृष्ण सिंह,जे.बी. सेन,A,स्वामी विद्यानंद,,Medium,MCQ,,
BPSC_65_106,2019,Geography,,निम्नलिखित जिलों में से किस जिले में घने पर्णपाती वन क्षेत्र के अंतर्गत बड़ा क्षेत्र है?,पश्चिम चंपारण,गया,कैमूर,नवादा,A,पश्चिम चंपारण,,Medium,MCQ,,
BPSC_65_107,2019,Geography,,बिहार का वह जिला है जहाँ गंगा नदी की लम्बाई सबसे अधिक है,भागलपुर,कटिहार,पटना,बेगूसराय,C,पटना,,Medium,MCQ,,
BPSC_65_108,2019,Bihar Special,,2011 की जनगणना के अनुसार बिहार के किस जिले में जनसंख्या का घनत्व (प्रति वर्ग किमी) सबसे अधिक दर्ज किया गया है?,शेखर,वैशाली,पटना,दरभंगा,A,शेखर,,Medium,MCQ,,
BPSC_65_109,2019,General Studies,,निम्नलिखित में से कौन सा देश भौगोलिक क्षेत्रफल की दृष्टि से बिना सीमा वाला सबसे बड़ा देश है?,न्यूज़ीलैंड,फिलिपींस,जापान,क्यूबा,C,जापान,,Medium,MCQ,,
BPSC_65_110,2019,Geography,,वह देश जिसके क्षेत्र का उत्तर-दक्षिण अक्षांश सबसे बड़ा है,रूस,चिली,चीन,ब्राज़िल,B,चिली,,Medium,MCQ,,
BPSC_65_111,2019,Geography,,निम्नलिखित में से किस देश में द्वीपों की संख्या सबसे अधिक है?,फिलिपींस,इंडोनेशिया,मालदीव,क्यूबा,B,इंडोनेशिया,,Medium,MCQ,,
BPSC_65_112,2019,General Studies,,निम्नलिखित देशों में से कौन विश्व में केसर का सबसे बड़ा उत्पादक है?,स्पेन,ग्रीस,न्यूज़ीलैंड,ईरान,D,ईरान,,Medium,MCQ,,
BPSC_65_113,2019,General Studies,,निम्नलिखित में से कौन सा देश विश्व में यूरेनियम का सबसे बड़ा उत्पादक है?,कजाखस्तान,कनाडा,ऑस्ट्रेलिया,फ्रांस,A,कजाखस्तान,,Medium,MCQ,,
BPSC_65_114,2019,Geography,,कन्याकुमारी के करीब स्थित पहाड़ियाँ हैं,अनाईमलाई पहाड़ियाँ,नीलगिरि पहाड़ियाँ,इलायची पहाड़ियाँ,शेवरॉय हिल्स,C,इलायची पहाड़ियाँ,,Medium,MCQ,,
BPSC_65_115,2019,Geography,,निम्नलिखित सहायक नदियों में से कौन सी गंगा नदी बेसिन का हिस्सा है?,सांख,उत्तर कोयल,दक्षिण कोयल,बराकर,B,उत्तर कोयल,,Medium,MCQ,,
BPSC_65_116,2019,General Studies,,निम्नलिखित में से किस पहाड़ी में चाय के बागान नहीं हैं?,कानन देवन,नीलगिरि,दार्जिलिंग,गिरनार,D,गिरनार,,Medium,MCQ,,
BPSC_65_117,2019,Geography,,भारत में सघन पर्णपाती वन क्षेत्र वाला सबसे बड़ा राज्य कौन सा है?,ओडिशा,महाराष्ट्र,मध्य प्रदेश,छत्तीसगढ,C,मध्य प्रदेश,,Medium,MCQ,,
BPSC_65_118,2019,Geography,,प्रवाल भित्तियाँ निम्नलिखित में से किस क्षेत्र में नहीं पाई जाती हैं?,कैम्बे की खाड़ी,मन्नार की खाड़ी,कच्छ की खाड़ी,लक्षद्वीप और मिनियन द्वीप,A,कैम्बे की खाड़ी,,Medium,MCQ,,
BPSC_65_119,2019,Ancient History,,2011 की जनगणना के अनुसार निम्नलिखित धार्मिक समूहों में से किस समूह ने साक्षरता दर सबसे अधिक दर्ज की है?,ईसाइयों,हिंदुओं,सिखों,जैन,D,जैन,,Medium,MCQ,,
BPSC_65_120,2019,General Studies,,जनजाति और राज्य का निम्नलिखित युग्मों में से कौन सा सुमेलित नहीं है?,भील-गुजरात,गद्दीस-हिमाचल प्रदेश,कोटा-तमिलनाडु,टोडास-केरल,D,टोडास-केरल,,Medium,MCQ,,
BPSC_65_121,2019,Ancient History,,भारत के निम्नलिखित औद्योगिक/आर्थिक गलियारों में से कौन सा जापान के सहयोग से विकसित किया जा रहा है?,चेन्नई-विजाग,मुंबई-बेंगलुरु,दिल्ली-मुंबई,अमनितसर-कोलकाता,C,दिल्ली-मुंबई,,Medium,MCQ,,
BPSC_65_122,2019,General Studies,,निम्नलिखित में से किस जिले में धारवाड़ भूवैज्ञानिक संरचनाएँ नहीं हैं?,मुंगेर,रोहतास,जमुई,नवादा,B,रोहतास,,Medium,MCQ,,
BPSC_65_123,2019,Geography,,बिहार राज्य में गंगा नदी के तट पर स्थित जिलों की संख्या है,21,17,12,6,D,6,,Medium,MCQ,,
BPSC_65_124,2019,Ancient History,,निम्नलिखित में से कौन सा वन्यजीव अभयारण्य बिहार के मुंगेर जिले में स्थित है?,वाल्मिकी,राजगीर,भीमबंध,गौतम बुद्ध,C,भीमबंध,,Medium,MCQ,,
BPSC_65_125,2019,Bihar Special,,2011 की जनगणना के अनुसार बिहार का कौन सा जिला सबसे अधिक लिंगानुपात दर्ज किया गया है?,सिवान,गोपालगंज,सारण,किशनगंज,B,गोपालगंज,,Medium,MCQ,,
BPSC_65_126,2019,General Studies,,निम्नलिखित में से कौन भूमि अभिलेख अधिकारी है?,पटवारी,लम्बरदार,जमींदार,जैलदार,A,पटवारी,,Medium,MCQ,,
BPSC_65_127,2019,General Studies,,निम्नलिखित में से कौन सी विशेषता सरकार के एकात्मक स्वरूप के लिए सत्य नहीं है?,त्वरित निर्णय,लचीला,बड़े देशों के लिए आदर्श,कानूनों की एकरूपता,C,बड़े देशों के लिए आदर्श,,Medium,MCQ,,
BPSC_65_128,2019,Economy,,सामुदायिक विकास कार्यक्रमों का उद्देश्य क्या है?,शैक्षणिक सुविधाएँ उपलब्ध कराना,जीवन स्तर में सुधार,राजनीतिक प्रशिक्षण,गांवों को योजना बनाने में मदद करना,E,उपरोक्त में से कोई नहीं/उपर्युक्त में से एक से अधिक उत्तर दिखाएँ/छिपाएँ,,Medium,MCQ,,
BPSC_65_129,2019,General Studies,,आम आदमी पार्टी है,राज्य पार्टी,राष्ट्रीय पार्टी,क्षेत्रीय पार्टी,पंजीकृत पार्टी,A,राज्य पार्टी,,Medium,MCQ,,
BPSC_65_130,2019,Polity,,निम्नलिखित संवैधानिक उपचारों में से किस एक को 'पोस्टमॉर्टम' के नाम से भी जाना जाता है?,निषेध,परमादेश,सर्टिओरारी,कुओ वारंटो,D,कुओ वारंटो,,Medium,MCQ,,
BPSC_65_131,2019,General Studies,,भारत में मतदान के लिए उपयोग की जाने वाली मशीन VVPAT का संस्करण क्या है?,एम1,जेड 1,एम3,जेड 3,C,एम3,,Medium,MCQ,,
BPSC_65_132,2019,General Studies,,निम्नलिखित में से किस भारतीय राज्य की राज्य विधानमंडल में सदस्यों की संख्या सबसे अधिक है?,अरुणाचल प्रदेश,हिमाचल प्रदेश,मणिपुर,मेघालय,B,हिमाचल प्रदेश,,Medium,MCQ,,
BPSC_65_133,2019,Polity,,भारतीय वरीयता क्रम में निम्नलिखित में से कौन पहले स्थान पर आता है?,यूपीएससी के अध्यक्ष,मुख्य आयुक्त चुनाव,नियंत्रक महालेखा परीक्षक,उच्च न्यायालय के मुख्य न्यायाधीश,E,उपरोक्त में से कोई नहीं/उपर्युक्त में से एक से अधिक उत्तर दिखाएँ/छिपाएँ,,Medium,MCQ,,
BPSC_65_134,2019,Polity,,संसदीय स्वरूप सरकार के संबंध में निम्नलिखित में से कौन सा कथन सही है?,विधायिका न्यायपालिका के प्रति उत्तरदायी है,विधायिका कार्यपालिका के प्रति उत्तरदायी है।,विधायिका एवं कार्यपालिका स्वतंत्र हैं।,राष्ट्रपति न्यायपालिका के प्रति उत्तरदायी है,E,उपरोक्त में से कोई नहीं/उपर्युक्त में से एक से अधिक उत्तर दिखाएँ/छिपाएँ,,Medium,MCQ,,
BPSC_65_135,2019,Polity,,निम्नलिखित में से किसका गठन पंचायती राज व्यवस्था के अंतर्गत किया गया था?,खाप पंचायत,जाति पंचायत,ग्राम पंचायत,जन पंचायत,C,ग्राम पंचायत,,Medium,MCQ,,
BPSC_65_136,2019,Bihar Special,,2011 की जनगणना के अनुसार बिहार में बाल लिंगानुपात कितना था?,985,934,933,932,A,985,,Medium,MCQ,,
BPSC_65_137,2019,Bihar Special,,वर्ष 2017-18 के दौरान बिहार में तृतीयक क्षेत्र की विकास दर थी,14.2%,14.6%,15.6%,15.2%,B,14.6%,,Medium,MCQ,,
BPSC_65_138,2019,Bihar Special,,वर्ष 2017-18 में वर्तमान मूल्यों पर बिहार का सकल राज्य घरेलू उत्पाद (जीएसडीपी) था,"₹4,87,628 करोड़","₹3,61,504 करोड़","₹1,50,036 करोड़","₹5,63,424 करोड़",A,"₹4,87,628 करोड़",,Medium,MCQ,,
BPSC_65_139,2019,Economy,,निम्नलिखित में से कौन सा कार्यक्रम छठी पंचवर्षीय योजना के दौरान शुरू किया गया था?,एकीकृत ग्रामीण विकास,ग्रामीण साक्षरता विकास,ग्रामीण रेलवे,ग्रामीण लोगों के लिए उन्नत संचार लिंक,A,एकीकृत ग्रामीण विकास,,Medium,MCQ,,
BPSC_65_140,2019,Bihar Special,,अंत्योदय कार्यक्रम सबसे पहले किस राज्य में प्रारंभ किया गया था?,बिहार,तमिलनाडु,आंध्र प्रदेश,राजस्थान,D,राजस्थान,,Medium,MCQ,,
