Q_ID,Year,Subject,Sub_Topic,Question,Opt_A,Opt_B,Opt_C,Opt_D,Correct_Answer,Correct_Option_Text,Explanation,Difficulty,Question_Type,Repeats_In,Zone
BPSC_65_022,2019,General Studies,सामान्य अध्ययन,"If x 2 – y 2 = 7 and x – y = 1, then the length of a diagonal of a rectangle with length and width respectively x cm and y cm will be",5 cm,6 cm,7 cm,8 cm,A,5 cm,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_023,2019,General Studies,अंतर्राष्ट्रीय मामले,"In a class of 80 students, 60% students play carrom, 45% play chess and 10% students neither play carrom nor chess. The number of students who play only chess is",36,24,12,8,B,24,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_024,2019,General Studies,सामान्य अध्ययन,If x 3 – y 3 = 117/8 and x – y = 3/2 then the value of x 2 + xy + y 2 will be,1,5/8,39/4,39/8,C,39/4,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_025,2019,General Studies,सामान्य अध्ययन,If then the value of x is,5,4,3,2,D,2,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_026,2019,General Studies,अंतर्राष्ट्रीय मामले,The study of bones is done under the branch of science called,geology,Serology,orology,Osteology,D,Osteology,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_027,2019,Science,जीव विज्ञान और स्वास्थ्य,Which of the following does not have any enzyme in its cells?,Lichen,Virus,Bacteria,Algae,B,Virus,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_028,2019,Science,जीव विज्ञान और स्वास्थ्य,In which organ of the human body are the lymphocytes formed?,Liver,Bone marrow,Spleen,Pancreas,B,Bone marrow,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_029,2019,Science,जीव विज्ञान और स्वास्थ्य,Which of the following hormones contains iodine?,Testosterone,Adrenaline,Thyroxine,Insulin,C,Thyroxine,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_031,2019,General Studies,प्रेस और साहित्य,The unit of pressure is,kg/cm 2,kg/cm,kg/mm,kg/cm 3,E,None of the above/More than one of the above Show Answer/Hide,,Medium,MCQ,"2018,2019,2022,2023",
BPSC_65_032,2019,Science,भौतिकी,The sunlight from the sun to the earth reaches in,5 minutes,6 minutes,8 minutes,10 minutes,C,8 minutes,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_033,2019,Science,भौतिकी,Which one of the following is a scalar quantity?,Force,Pressure,Velocity,Acceleration,B,Pressure,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_034,2019,Science,भौतिकी,Which one of the following quantities does not have unit?,Stress,Force,Strain,Pressure,C,Strain,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_035,2019,Science,भौतिकी,Sound wave in air is,transverse,longitudinal,electromagnetic,polarized,B,longitudinal,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_036,2019,General Studies,सामान्य अध्ययन,The value of 50 °C in Fahrenheit scale is,104°F,122 °F,100 °F,75 °F,B,122 °F,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_037,2019,Science,भौतिकी,What is measured in hertz?,Frequency,Energy,Heat,Quality,A,Frequency,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_041,2019,General Studies,अंतर्राष्ट्रीय मामले,Who is regarded as the Father of Modern Chemistry?,Rutherford,Einstein,Lavoisier,C. V. Raman,C,Lavoisier,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_042,2019,Science,रसायन विज्ञान,The number of electrons and neutrons in an element is 18 and 20 respectively. Its mass number is,22,2,38,20,C,38,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_043,2019,General Studies,खनिज और ऊर्जा,Which of the following is also known as laughing gas?,Nitric oxide,Nitrous oxide,Nitrogen pentoxide,Nitrogen,B,Nitrous oxide,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_044,2019,Science,रसायन विज्ञान,Which of the following is not a type of element?,Metals,Nonmetals,Gases,Metalloids,C,Gases,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_045,2019,General Studies,सामान्य अध्ययन,The pH value of water is,4,7,12,18,B,7,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_047,2019,Geography,मिट्टी और कृषि,Oxygen is absent in,kerosene,glass,soil,cement,A,kerosene,,Medium,MCQ,"2019,2020,2022",
BPSC_65_048,2019,General Studies,रसायन विज्ञान,Natural rubber is a polymer of,isoprene,styrene,vinyl acetate,propene,A,isoprene,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_049,2019,General Studies,सामान्य अध्ययन,What is the formula of glucose?,C 6 H 2 O 11,C 6 H 10 O 5,C 6 H 12 O 6,C 6 H 6 O 6,C,C 6 H 12 O 6,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_050,2019,General Studies,रसायन विज्ञान,What is the bond order of Co group?,1,2.5,3.5,3,D,3,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_051,2019,General Studies,वैदिक काल,"The book, The Origin of Species was written by",Linnaeus,Lamarck,Mendel,Darwin,D,Darwin,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_052,2019,General Studies,जीव विज्ञान और स्वास्थ्य,The interaction between algae and fungi to form lichen is called,parasitism,mutualism,commensalism,conversion,B,mutualism,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_053,2019,Science,जीव विज्ञान और स्वास्थ्य,The actual location or place where an organism lives is called,habitat,ecosystem,niche,biome,A,habitat,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_054,2019,Science,भौतिकी,Solar energy is converted into ATP in,mitochondria,chloroplast,ribosome,peroxisome,B,chloroplast,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_055,2019,Science,भौतिकी,The by-product of photosynthesis is,CO 2,O 2,energy,sugar,B,O 2,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_056,2019,Polity,सर्वोच्च न्यायालय और न्यायपालिका,Who was the Chief Justice of the Patna High Court who administered the path of office to Mr. Fagu Chauhan as the Governor of Bihar in July 2019?,Hon. Mukesh Shah,Hon. A. P. Sahi,Hon. Rekha Manharlal Doshit,Hon. Dipak Misra,B,Hon. A. P. Sahi,,Medium,MCQ,"2019,2023",
BPSC_65_057,2019,Science,जीव विज्ञान और स्वास्थ्य,What is the significance of “Bihar Diwas” that is celebrated on March 22 every year?,"On this day, the State Reorganization Commission created Bihar",Bihar was carved out of United Provinces on this day in 1873,To commemorate Bihar’s separation from Bengal Presidency in 1912,To celebrate naming of Bihar in 12th century by Muslim rulers,C,To commemorate Bihar’s separation from Bengal Presidency in 1912,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_058,2019,Bihar Special,बिहार का इतिहास,Which one of the following States was never granted the Special Category Status (SCS) by the Central Government?,Bihar,Sikkim,Himachal Pradesh,Jammu and Kashmir,A,Bihar,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_059,2019,Modern History,गुप्त साम्राज्य,"Yousuf Shah Chak, the last Muslim ruler of Kashmir valley who was exiled to Bihar by the Mughal cinperor Akbar, was buried in",Patliputra,Rajgir,Munger,Nalanda,D,Nalanda,,Medium,MCQ,"2018,2019",
BPSC_65_060,2019,Bihar Special,बिहार का इतिहास,What is the tagline of Bihar State Tourism Development Corporation?,Bright Bihar,Hum Sabka Bihar,Blissful Bihar,Bihar is the Best,C,Blissful Bihar,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_061,2019,Geography,नदियाँ और जल निकाय,Prime Minister Narendra Modi recently laid the foundation of Mandal Dam Project to be built on which river?,Koshi,Burhi Gandak,Phalgu,North Koel,D,North Koel,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_062,2019,Economy,बैंकिंग और वित्त,"In July 2019, experts visited for the first documentation of a Megalithic site of Bihar in which of the following districts?",Patna,Kaimur,Madhubani,Banka,B,Kaimur,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_063,2019,Science,जीव विज्ञान और स्वास्थ्य,Which country was invited by the host UAE as the ‘Guest of Honour’ to attend 46th Session of the Council of Foreign Ministers of the Organization of Islamic Cooperation (OIC) held in Abu Dhabi recently?,Pakistan,Oman,India,Turkey,C,India,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_064,2019,Current Affairs,अंतर्राष्ट्रीय मामले,"Recently, ISRO and CNES signed an agreement to set up a joint maritime surveillance system. CNES is a space agency of which country?",Russia,Germany,France,Canada,C,France,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_065,2019,Polity,राष्ट्रपति और उप राष्ट्रपति,What is the capital of Paraguay to which the Vice President of India paid a visit in March 2019?,Asuncion,Zagreb,San Jose,Managua,A,Asuncion,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_066,2019,Current Affairs,अंतर्राष्ट्रीय मामले,Where was the 4th Session of the UN Environment Assembly (UNEA-4) held recently?,Paris-France,"Ulaanbaatar, Mongolia",Beijing-China,Nairobi-Kenya,D,Nairobi-Kenya,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_067,2019,General Studies,योजना और पंचवर्षीय योजनाएँ,Which edition of the India Sign Language Dictionary was released by the Government in March 2019,First,Second,Third,Fourth,B,Second,,Medium,MCQ,"2018,2019,2020,2022",
BPSC_65_068,2019,Current Affairs,अंतर्राष्ट्रीय मामले,Who succeeded Manohar Parrikar as the Chief Minister of Goa on his death recently?,Sudin Dhavalikar,Nilesh Cabral,Pramod Sawant,Rohan Khaunte,C,Pramod Sawant,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_069,2019,Modern History,गांधीवादी आंदोलन,Who is the winner of the International Gandhi Peace Prize for 2018?,Yohei Sasakawa,Akshaya Patra Foundation,Sulabh International,Ekal Abhiyan Trust,A,Yohei Sasakawa,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_070,2019,General Studies,भारतीय राज्य और शहर,World’s first camel hospital is located in which city?,Tehran,Jaipur,Bikaner,Dubai,D,Dubai,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_071,2019,General Studies,संवैधानिक विकास,"Who was the winner of the Men’s Singles of the YONEX All England Open Badminton Championships, 2019 ?",Viktor Axelsen,Lin Dan,Kento Momota,Shi Yuqi,C,Kento Momota,,Medium,MCQ,"2019,2022",
BPSC_65_072,2019,General Studies,अंतर्राष्ट्रीय मामले,"The five rhino range nations, who signed a declaration ‘The New Delhi Declaration on Asian Rhinos, 2019’ are India, Nepal, Malaysia, Indonesia and",Vietnam,Thailand,Myanmar,Bhutan,D,Bhutan,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_073,2019,General Studies,अंतर्राष्ट्रीय मामले,Who is the second fastest batsman to score 25 centuries in the test format after Sir Don Bradman?,Virat Kohli,Mahela Jayawardene,Kane Williamson,Steve Smith,D,Steve Smith,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_074,2019,Current Affairs,अंतर्राष्ट्रीय मामले,"In July 2019, the spacecraft Chandrayaan-2 was launched from which Indian State",Gujarat,Andhra Pradesh,Karnataka,Maharashtra,B,Andhra Pradesh,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_075,2019,Economy,बजट और राजकोषीय नीति,After Theresa May. who amongst the following was not among the last seven in the contest at the first round of voting in the Conservative Party to be the Prime Minister of the UK?,Boris Johnson,Matthew Hancock,Rory Stewart,Mark Harper,D,Mark Harper,,Medium,MCQ,"2018,2019,2022,2023",
BPSC_65_076,2019,Economy,बैंकिंग और वित्त,Where was the Ministerial Meeting of the Coordinating Bureau of Non-Aligned Movement (NAM) held in 2019?,Venezuela,Azerbaijan,Serbia,Ethiopia,A,Venezuela,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_077,2019,Modern History,मध्यकालीन राज्य,Who was the Permanent Representative of India to the UN before Syed Akbaruddin?,Hardeep Singh Puri,Shashi Tharoor,Asoke Kumar Mukerji,Nirupam Sen,C,Asoke Kumar Mukerji,,Medium,MCQ,"2018,2019,2020,2023",
BPSC_65_078,2019,Polity,राष्ट्रपति और उप राष्ट्रपति,"Who is the Democratic Presidential candidate and the first Hindu member of the US Congress, who sued Google for at least 550 M for its ‘discriminatory actions’ against his/her 2020 election campaign",Ro Khanna,Bobby Jindal,Raja Krishnamoorthi,Tulsi Gabbard,D,Tulsi Gabbard,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_079,2019,General Studies,रसायन विज्ञान,"Who is the author of the book, A Gallery of Rascals?",Arundhati Roy,Ruskin Bond,Vikram Seth,Toni Morrison,B,Ruskin Bond,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_080,2019,General Studies,प्रारंभिक ब्रिटिश विजय,The first showroom in India of the retail furniture giant ‘Ikea’ was opened in which city in 2018?,Bengaluru,Hyderabad,New Delhi,Mumbai,B,Hyderabad,,Medium,MCQ,"2018,2019,2023",
BPSC_65_081,2019,General Studies,पुरस्कार और खेल,Where will the Summer Olympic Games be held in 2020 ?,Berlin,Paris,Tokyo,Los Angeles,C,Tokyo,,Medium,MCQ,"2018,2019,2020",
BPSC_65_082,2019,Science,रसायन विज्ञान,UNESCO inaugurated the celebration of 2019 as the International Year of Periodic Table of Chemical Elements to celebrate completion of how many year ?,100,150,75,50,B,150,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_083,2019,Polity,संसद,"By passing “Triple Talaq Law” recently, the Parliament of India endorsed which year’s ruline of the Supreme Court of India that had made Triple Talaq (Talaq-e-Biddat) as unconsti tutional?",2011,2013,2015,2017,D,2017,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_084,2019,Current Affairs,अंतर्राष्ट्रीय मामले,"Where is the BRICS Summit, 2019 scheduled to be held?",Brazil,India,China,Russia,A,Brazil,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_085,2019,General Studies,प्रेस और साहित्य,"Who became the Editor of the newspaper, The Hindu, after Mukund Padmanabhan?",N. Ram,Siddharth Varadarajan,Suresh Nambath,Malini Parthasarathy,C,Suresh Nambath,,Medium,MCQ,"2018,2019,2022,2023",
BPSC_65_086,2019,Bihar Special,बिहार का इतिहास,Who is considered as the creator of Modern Bihar?,Sachchidananda Sinha,Kumar Kalika Prasad Sinha,Sir Ganesh Singh,Acharya Narendra Dev,A,Sachchidananda Sinha,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_087,2019,Bihar Special,बिहार का इतिहास,Who formed Bihar Provincial Kisan Sabha?,Swami Sahajanand Saraswati,Ram Sundar Singh,Ganga Sharan Sinha,Ramanand Mishra,A,Swami Sahajanand Saraswati,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_088,2019,Modern History,ब्रिटिश प्रशासन,Dutch East India Company established its factory at Patna in which year?,1601,1632,1774,1651,B,1632,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_089,2019,Economy,बैंकिंग और वित्त,Who established Swaraj Dal in Bihar?,Shri Krishna Singh,Ramlal Shah,Bankim Chandra Mitra,Sachindra Nath Sanyal,A,Shri Krishna Singh,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_090,2019,Ancient History,बौद्ध धर्म,The name by which Ashoka generally referred to in his inscriptions is,Chakravarti,Priyadarshi,Dharmadeva,Dharmakirti,B,Priyadarshi,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_091,2019,Ancient History,गुप्त साम्राज्य,Who among the following is known for his work on medicine during the Gupta period?,Sushruta,Saumilla,Shudraka,Shaunaka,A,Sushruta,,Medium,MCQ,"2018,2019",
BPSC_65_092,2019,General Studies,वैदिक काल,Which one of the following scripts of ancient India was written from right to left?,Brahmi,Sharada,Kharosthi,Nandanagari,C,Kharosthi,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_093,2019,Ancient History,गुप्त साम्राज्य,Which one of the following ports was in use for the north Indian trade during the Gupta period?,Kalyan,Tamralipti,Broach,Cambay,B,Tamralipti,,Medium,MCQ,"2018,2019",
BPSC_65_094,2019,Modern History,मध्यकालीन राज्य,Mughal painting reached its zenith under,Jahangir,Humayun,Shahjahan,Akbar,A,Jahangir,,Medium,MCQ,"2018,2019,2020,2023",
BPSC_65_095,2019,Economy,बजट और राजकोषीय नीति,"In medieval India, why was Mansabdari system introduced?",For revenue collection,Facilitating recruitment to the army,To establish religious harmony,Ensuring clean administration,B,Facilitating recruitment to the army,,Medium,MCQ,"2018,2019,2022,2023",
BPSC_65_096,2019,Ancient History,मौर्य साम्राज्य,Who established Ashla Pradhan?,Chandragupta,Ashoka,Harshavardhana,Shivaji,D,Shivaji,,Medium,MCQ,"2019,2020,2022,2023",
BPSC_65_097,2019,Modern History,मध्यकालीन राज्य,Which Delhi Sultan built maximum number of canals?,Firuz Shah Tughluq,Iltutmish,Balban,Sikandar Lodi,A,Firuz Shah Tughluq,,Medium,MCQ,"2018,2019,2020,2023",
BPSC_65_098,2019,Modern History,ब्रिटिश प्रशासन,Who used Hooghly as a base for piracy in the Bay of Bengal?,The Dutch,The French,The Portuguese,The British,C,The Portuguese,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_099,2019,Modern History,प्रेस और साहित्य,Under whose leadership was suppression of Thugs achieved?,Lord Clive,Captain Sleeman,Lord Minto,Alexander Burnes,B,Captain Sleeman,,Medium,MCQ,"2018,2019,2022,2023",
BPSC_65_100,2019,Modern History,ब्रिटिश प्रशासन,The Viceroy who aggressive policy Afghanistan was followed towards,Lord Mayo,Lord Lytton,Lord Dufferin,Lord Canning,B,Lord Lytton,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_101,2019,Modern History,गांधीवादी आंदोलन,"In 1930, from where Mahatma Gandhi started the Civil Disobedience Movement?",Wardha,Dandi,Sevagram,Sabarmati,D,Sabarmati,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_102,2019,Modern History,भारतीय राष्ट्रीय कांग्रेस,The Sarabandi Campaign 1922 was led by,Chittaranjan Das,Sardar Vallabhbhai Patel,Rajendra Prasad,Lala Lajpat Ral,B,Sardar Vallabhbhai Patel,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_103,2019,Polity,राष्ट्रपति और उप राष्ट्रपति,Who was the President of the Indian National Congress at the time of partition of India?,J. B. Kripalani,Jawaharlal Nehru,Maulana Abul Kalam Azad,C. Rajagopalachari,A,J. B. Kripalani,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_104,2019,Modern History,1857 का विद्रोह,Who led the 1857 Revolt in Bihar?,Babu Amar Singh,Hare Krishna Singh,Kunwar Singh,Raja Shahzada Singh,C,Kunwar Singh,,Medium,MCQ,"2018,2019,2020,2022",
BPSC_65_105,2019,Bihar Special,बिहार का इतिहास,Who led cultivators in Bihar during the Non-cooperation Movement?,Swami Vidyanand,Raj Kumar Shukla,Shri Krishna Singh,J. B. Sen,A,Swami Vidyanand,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_106,2019,Geography,गांधीवादी आंदोलन,"Among the following districts, which one has larger arca under dense deciduous forest cover?",Paschim Champaran,Gaya,Kaimur,Nawada,A,Paschim Champaran,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_107,2019,Geography,नदियाँ और जल निकाय,The district of Bihar which has a longer length of Ganga river is,Bhagalpur,Katihar,Patna,Begusarai,C,Patna,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_108,2019,Bihar Special,बिहार का इतिहास,Which district of Bihar has recorded the highest density of population (per sq. km) as per the 2011 Census?,Shechar,Vaishali,Patna,Darbhanga,A,Shechar,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_109,2019,General Studies,Indian States & Cities,Which one of the following countries is the largest country without borders in terms of geographical area?,New Zealand,Philippines,Japan,Cuba,C,Japan,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_110,2019,Geography,World Geography,The country which has the largest north-south latitude extension of its territory is,Russia,Chile,China,Brazil,B,Chile,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_111,2019,Geography,World Geography,Which one of the following countries has the highest number of islands?,Philippines,Indonesia,Maldives,Cuba,B,Indonesia,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_112,2019,General Studies,International Affairs,Among the following countries which one is the largest producer of saffron in the world?,Spain,Greece,New Zealand,Iran,D,Iran,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_113,2019,General Studies,Minerals & Energy,Which one of the following countries is the largest producer of uranium in the world?,Kazakhstan,Canada,Australia,France,A,Kazakhstan,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_114,2019,Geography,Rivers & Water Bodies,The hills situated closer to Kanyakumari are,Anaimalai Hills,Nilgiri Hills,Cardamom Hills,Shevaroy Hills,C,Cardamom Hills,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_115,2019,Geography,Rivers & Water Bodies,"Among the following tributaries, which one is the part of Ganga river basin?",Sankh,North Koel,South Koel,Barakar,B,North Koel,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_116,2019,General Studies,Mountains & Passes,Which one of the following hills does not have tea plantations?,Kanan Devan,Nilgiri,Darjeeling,Girnar,D,Girnar,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_117,2019,Geography,Indian States & Cities,"In India, the State with largest area under dens deciduous forest cover is",Odisha,Maharashtra,Madhya Pradesh,Chhattisgarh,C,Madhya Pradesh,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_118,2019,Geography,World Geography,Coral reefs are not found which one of the follow regions?,Gulf of Cambay,Gulf of Mannar,Gulf of Kachchh,Lakshadweep and Minion Island,A,Gulf of Cambay,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_119,2019,Ancient History,Indus Valley Civilization,"Among the following religious groups, which one has recorded the highest percentage literacy rate as per the 2011 Census?",Christians,Hindus,Sikhs,Jains,D,Jains,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_120,2019,General Studies,Indian States & Cities,Which one of the following pairs of Tribe and State is not matched,Bhils-Gujarat,Gaddis-Himachal Pradesh,Kotas-Tamil Nadu,Todas-kerala,D,Todas-kerala,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_121,2019,Ancient History,Indus Valley Civilization,Which one of the following industrial/economic corridors of India is being developed in collaboration with Japan?,Chennai-Vizag,Mumbai-Bengaluru,Delhi-Mumbai,Amnitsar-Kolkata,C,Delhi-Mumbai,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_122,2019,General Studies,International Affairs,Which one of the following districts does not have Dharwar geological formations?,Munger,Rohtas,Jamui,Nawada,B,Rohtas,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_123,2019,Geography,Rivers & Water Bodies,The number of districts situated on the bank of Ganga river Bihar State is,21,17,12,6,D,6,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_124,2019,Ancient History,Buddhism,Which one of the following wildlife sanctuaries is situati in Munger district of Bihar?,Valmiki,Rajgir,Bhimbandh,Gautam Buddha,C,Bhimbandh,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_125,2019,Bihar Special,Bihar History,The district of Bihar which has recorded the highest sex ratio as per the 2011 Census is,Siwan,Gopalganj,Saran,Kishanganj,B,Gopalganj,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_126,2019,General Studies,International Affairs,Who among the following land record officer?,Patwari,Lambardar,Zamindar,Zaildar,A,Patwari,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_127,2019,General Studies,International Affairs,Which one of the following characteristics is not true for unitary form of Government?,Swift decision,Flexible,Ideal for large countries,Uniformity of laws,C,Ideal for large countries,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_128,2019,Economy,Planning & Five Year Plans,What is the objective of Community Development Programmes ?,Providing educational facilities,Improving standards of living,Political training,Helping villages in planning,E,None of the above/More than one of the above Show Answer/Hide,,Medium,MCQ,"2018,2019,2020,2022",
BPSC_65_129,2019,General Studies,Indian States & Cities,Aam Admi party is a,State party,national party,regional party,registered party,A,State party,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_130,2019,Polity,Constitution & Constituent Assembly,Which one of the following constitutional remedies is also known as ‘postmortem’ ?,Prohibition,Mandamus,Certiorari,Quo warranto,D,Quo warranto,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_131,2019,General Studies,General Studies,What is the version of the machine VVPAT used for voting to in India?,M1,Z1,M3,Z3,C,M3,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_132,2019,General Studies,Governor & State Legislature,Which one of the following Indian States has the largest number of members in its State Legislature?,Arunachal Pradesh,Himachal Pradesh,Manipur,Meghalaya,B,Himachal Pradesh,,Medium,MCQ,"2018,2019,2022,2023",
BPSC_65_133,2019,Polity,Supreme Court & Judiciary,"In the Indian Order of Precedence, who amongst the following comes first?",The Chairman of UPSC,The Chief Commissioner Election,The Comptroller Auditor General,The Chief Justice of High Court,E,None of the above/More than one of the above Show Answer/Hide,,Medium,MCQ,"2019,2023",
BPSC_65_134,2019,Polity,Parliament,Which one of the following statements is correct regarding parliamentary form Government?,The Legislature responsible to Judiciary,The Legislature responsible to Executive.,The Legislature and the Executive are independent.,The President is responsible to Judiciary,E,None of the above/More than one of the above Show Answer/Hide,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_135,2019,Polity,Panchayati Raj & Municipalities,Which of the following was constituted under the Panchayati Raj system?,Khap Panchayat,Caste Panchayat,Gram Panchayat,Jan Panchayat,C,Gram Panchayat,,Medium,MCQ,"2019,2020,2022,2023",
BPSC_65_136,2019,Bihar Special,Bihar History,"As per the Census 2011, the child sex ratio in Bihar was",985,934,933,932,A,985,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_137,2019,Bihar Special,Bihar History,The growth rate of the tertiary sector in Bihar during the year 2017-18 was,14.2%,14.6%,15.6%,15.2%,B,14.6%,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_138,2019,Bihar Special,Bihar History,The Gross State Domestic Product (GSDP) of Bihar at current prices in the year 2017-18 was,"₹4,87,628 crores","₹3,61,504 crores","₹1,50,036 crores","₹5,63,424 crores",A,"₹4,87,628 crores",,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_139,2019,Economy,Planning & Five Year Plans,Which one of the following programmes was initiated during the Sixth Five-Year Plan,Integrated Rural Development,Rural Literacy Development,Rural Railways,Advanced Communication Links for Rural People,A,Integrated Rural Development,,Medium,MCQ,"2018,2019,2020,2022",
BPSC_65_140,2019,Bihar Special,Bihar History,Antyodaya Programme was started first of all in the State of,Bihar,Tamil Nadu,Andhra Pradesh,Rajasthan,D,Rajasthan,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_65_141,2019,General Studies,Transport & Industry,India’s share in meat and meat preparation exports in the year 2017 was,5%,6%,2%,3%,E,None of the above/More than one of the above Show Answer/Hide,,Medium,MCQ,"2019,2020,2022,2023",
BPSC_65_142,2019,Economy,Budget & Fiscal Policy,The system under which the peasant himself owns the land and is responsible for payment of land revenue to the Government is known as,Zamindari system,Ryotwari system,Mahalwari system,Dahsala system,B,Ryotwari system,,Medium,MCQ,"2018,2019,2022,2023",
